airportCode,airportName,cityCode,cityName,countryName,countryCode
HJR,Khajuraho,HJR,Khajuraho,India,IN
HJT,Khujirt,HJT,Khujirt,Mongolia,MN
HKA,Municipal,HKA,Blytheville,United States,US
HKB,Healy Lake,HKB,Healy Lake,United States,US
HKD,Hakodate,HKD,Hakodate,Japan,JP
HKG,Hong Kong Intl.,HKG,Hong Kong,Hong Kong,HK
HKK,Hokitika Arpt,HKK,Hokitika,New Zealand,NZ
HKN,Hoskins,HKN,Hoskins,Papua New Guinea,PG
HKP,Kaanapali,HNL,HONOLULU,UNITED STATES,US
HKS,Hawkins Field,HKS,Jackson,United States,US
HKT,Phuket Intl.,HKT,Phuket,Thailand,TH
HKV,Haskovo,HKV,Haskovo,Bulgaria,BG
HKY,Hickory,HKY,Hickory,United States,US
HLA,Lanseria,JNB,Lanseria,South Africa,ZA
HLB,Hillenbrand,HLB,Batesville,United States,US
HLC,Hill City,HLC,Hill City,United States,US
HLD,Hailar,HLD,Hailar,China,CN
HLF,Hultsfred - Vimmerby,HLF,Hultsfred,Sweden,SE
HLG,Ohio County,HLG,Wheeling,United States,US
HLH,Ulanhot,HLH,Ulanhot,China,CN
HLI,Hollister,HLI,Hollister,United States,US
HLL,Hillside,HLL,Hillside,Australia,AU
HLM,Park Township,HLM,Holland,United States,US
HLN,Helena,HLN,Helena,United States,US
HLP,Halim Perdana Kusuma,HLP,Jakarta,Indonesia,ID
HLR,Fort Hood AAF,HLR,Killeen,United States,US
HLS,St Helens,HLS,St Helens,Australia,AU
HLT,Hamilton,HLT,Hamilton,Australia,AU
HLU,Houailou,HLU,Houailou,New Caledonia,NC
HLV,Helenvale,HLV,Helenvale,Australia,AU
HLW,Hluhluwe,HLW,Hluhluwe,South Africa,ZA
HLY,Anglesey Arpt.,HLY,Holyhead,United Kingdom,GB
HLZ,Hamilton,HLZ,Hamilton,New Zealand,NZ
HMA,Khanty-Mansiysk,HMA,Khanty-mansiysk,Russia,RU
HMB,Sohag,HMB,Sawhaj,Egypt,EG
HME,Oued Irara Apt,HME,Hassi Messaoud,Algeria,DZ
HMG,Hermannsburg,HMG,Hermannsburg,Australia,AU
HMI,Hami,HMI,Hami,China,CN
HMJ,Khmelnitskiy,HMJ,Khmelnitskiy,Ukraine,UA
HMN,Holloman AFB,HMN,Alamogordo,United States,US
HMO,Gen Pesqueira Garcia,HMO,Hermosillo,Mexico,MX
HMR,Hamar Arpt,HMR,Hamar,Norway,NO
HMS,Homeshore,HMS,Homeshore AK,United States,US
HMT,Ryan Field,HMT,Hemet,United States,US
HMV,Hemavan,HMV,Hemavan,Sweden,SE
HNA,Hanamaki,HNA,Hanamaki,Japan,JP
HNB,Municipal,HNB,Huntingburg,United States,US
HNC,Hatteras,HNC,Hatteras,United States,US
HND,Tokyo Haneda Intl.,TYO,Tokyo,Japan,JP
HNE,Tahneta Pass,HNE,Tahneta Pass Lodge,United States,US
HNG,Hienghene,HNG,Hienghene,New Caledonia,NC
HNH,Hoonah,HNH,Hoonah,United States,US
HNI,Heiweni,HNI,Heiweni,Papua New Guinea,PG
HNK,Hinchinbrook Island,HNK,Hinchinbrook Island,Australia,AU
HNL,Honolulu Intl.,HNL,Honolulu,United States,US
HNM,Hana,HNM,Hana,United States,US
HNN,Honinabi,HNN,Honinabi,Papua New Guinea,PG
HNO,Hercegnovi,HNO,Hercegnovi,Serbia and Montenegro,CS
HNS,Municipal,HNS,Haines,United States,US
HNX,Hanna,HNX,Hanna,Canada,CA
HNY,Hengyang,HNY,Hengyang,China,CN
HOA,Hola,HOA,Hola,Kenya,KE
HOB,Lea County,HOB,Hobbs,United States,US
HOC,Komako,HOC,Komako,Papua New Guinea,PG
HOD,Hodeidah Arpt,HOD,Hodeidah,Yemen,YE
HOE,Houeisay,HOE,Houeisay,Laos,LA
HOF,Alahsa,HOF,Alahsa,Saudi Arabia,SA
HOG,Frank Pais,HOG,Holguin,Cuba,CU
HOH,Hohenems,HOH,Hohenems,Austria,AT
HOI,Hao Island,HOI,Hao Island,French Polynesia,PF
HOK,Hooker Creek,HOK,Hooker Creek,Australia,AU
HOL,Holikachu,HOL,Holikachu,United States,US
HOM,Homer,HOM,Homer,United States,US
HON,Howes,HON,Huron,United States,US
HOO,Nhon Co,HOO,Quanduc,Viet Nam,VN
HOP,Campbell AAF,HOP,Hopkinsville,United States,US
HOQ,Hof,HOQ,Hof,Germany,DE
HOR,Horta,HOR,Horta,Portugal,PT
HOT,Memorial Field,HOT,Hot Springs,United States,US
HOU,William P Hobby,HOU,Houston,United States,US
HOU,All Airports,HOU,Houston,United States,US
HOV,Hovden,HOV,Orsta-Volda,Norway,NO
HOW,Howard Afb,HOW,Fort Kobbe,Panama,PA
HOX,Homalin,HOX,Homalin,Myanmar,MM
HOY,Hoy Island,HOY,Hoy Island,United Kingdom,GB
HPB,Hooper Bay,HPB,Hooper Bay,United States,US
HPE,Hope Vale,HPE,Hope Vale,Australia,AU
HPH,Catbi,HPH,Haiphong,Viet Nam,VN
HPN,Westchester County Apt,NYC,New York,United States,US
HPP,Poipet,HPP,Poipet,Cambodia,KH
HPR,Central Hpr,HPR,Pretoria,South Africa,ZA
HPT,Municipal,HPT,Hampton,United States,US
HPV,Princeville,HPV,Kauai Island,United States,US
HPY,Baytown,HPY,Baytown,United States,US
HQM,Bowerman,HQM,Hoquiam,United States,US
HRA,Mansehra,HRA,Mansehra,Pakistan,PK
HRB,Harbin,HRB,Harbin,China,CN
HRC,Zhairem,HRC,Zhairem,Kazakhstan,KZ
HRE,Harare,HRE,Harare,Zimbabwe,ZW
HRG,Hurghada,HRG,Hurghada,Egypt,EG
HRI,Mattala Rajapaksa International Airport,HRI,Hambantota,Sri Lanka,LK
HRJ,Chaurjhari,HRJ,Chaurjhari,Nepal,NP
HRK,Kharkov,HRK,Kharkov,Ukraine,UA
HRL,Valley Intl.,HRL,Harlingen,United States,US
HRN,Heliport,HRN,Heron Island,Australia,AU
HRO,Boone County,HRO,Harrison,United States,US
HRR,Herrera,HRR,Herrera,Colombia,CO
HRS,Harrismith Arpt.,HRS,Harrismith,South Africa,ZA
HRT,Linton-On-Ouse,HRT,Harrogate,United Kingdom,GB
HRY,Henbury,HRY,Henbury,Australia,AU
HRZ,Horizontina,HRZ,Horizontina,Brazil,BR
HSB,Raleigh,HSB,Harrisburg,United States,US
HSC,Shaoguan,HSC,Shaoguan,China,CN
HSG,Saga,HSG,Saga,Japan,JP
HSH,Henderson Sky Harbor,LAS,Las Vegas,United States,US
HSI,Hastings,HSI,Hastings,United States,US
HSJ,Shangjie Airport,CGO,Zhengzhou,CHINA,CN
HSL,Huslia,HSL,Huslia,United States,US
HSM,Horsham,HSM,Horsham,Australia,AU
HSN,Zhoushan,HSN,Zhoushan,China,CN
HSP,Ingalls Field,HSP,Hot Springs,United States,US
HSS,Hissar,HSS,Hissar,India,IN
HST,AFB,HST,Homestead,United States,US
HSV,Huntsville Intl. - Carl T. Jones Field,HSV,"Huntsville, AL",United States,US
HSZ,Hsinchu,HSZ,Hsinchu,Taiwan,TW
HTA,Chita,HTA,Chita,Russian Federation,RU
HTB,Terre-de-Bas,HTB,Terre-de-Bas,Guadeloupe,GP
HTF,Hatfield,HTF,Hatfield,United Kingdom,GB
HTG,Hatanga,HTG,Hatanga,Russian Federation,RU
HTH,Hawthorne,HTH,Hawthorne,United States,US
HTI,Hamilton Island,HTI,Hamilton Island,Australia,AU
HTL,Roscommon County,HTL,Houghton,United States,US
HTM,Khatgal,HTM,Khatgal,Mongolia,MN
HTN,Hotan,HTN,Hotan,China,CN
HTO,East Hampton,HTO,East Hampton,United States,US
HTR,Hateruma,HTR,Hateruma,Japan,JP
HTS,Tri-State/Milton,HTS,Huntington,United States,US
HTU,Hopetoun,HTU,Hopetoun,Australia,AU
HTW,Lawrence County Airpark,HTW,Chesapeake/Huntington Wv,United States,US
HTY,Hatay,HTY,Serinyol,Turkey,TR
HTZ,Hato Corozal,HTZ,Hato Corozal,Colombia,CO
HUB,Humbert River,HUB,Humbert River,Australia,AU
HUC,Humacao Arpt,HUC,Humacao,Puerto Rico,PR
HUD,Humboldt,HUD,Humboldt,United States,US
HUE,Humera,HUE,Humera,Ethiopia,ET
HUF,Hulman Field,HUF,Terre Haute,United States,US
HUG,Huehuetenango,HUG,Huehuetenango,Guatemala,GT
HUH,Huahine,HUH,Huahine,French Polynesia,PF
HUI,Phu Bai,HUI,Hue,Viet Nam,VN
HUJ,Hugo,HUJ,Hugo,United States,US
HUK,Hukuntsi,HUK,Hukuntsi,Botswana,BW
HUL,Intl.,HUL,Houlton,United States,US
HUM,Terrebonne,HUM,Houma,United States,US
HUN,Hualien,HUN,Hualien,Taiwan,TW
HUQ,Houn,HUQ,Houn,Libya,LY
HUS,Municipal,HUS,Hughes,United States,US
HUT,Hutchinson,HUT,Hutchinson,United States,US
HUU,Huanuco,HUU,Huanuco,Peru,PE
HUV,Hudiksvall,HUV,Hudiksvall,Sweden,SE
HUX,Huatulco,HUX,Huatulco,Mexico,MX
HUY,Humberside Intl.,HUY,Humberside,United Kingdom,GB
HUZ,Huizhou,HUZ,Huizhou,China,CN
HVA,Analalava,HVA,Analalava,Madagascar,MG
HVB,Hervey Bay,HVB,Hervey Bay,Australia,AU
HVD,Khovd,HVD,Khovd,Mongolia,MN
HVE,Intermediate,HVE,Hanksville,United States,US
HVG,Valan,HVG,Honningsvag,Norway,NO
HVK,Holmavik,HVK,Holmavik,Iceland,IS
HVM,Hvammstangi,HVM,Hvammstangi,Iceland,IS
HVN,New Haven,HVN,New Haven,United States,US
HVR,City County,HVR,Havre,United States,US
HVS,Municipal,HVS,Hartsville,United States,US
HWA,Hawabango,HWA,Hawabango,Papua New Guinea,PG
HWD,Air Terminal,HWD,Hayward,United States,US
HWI,SPB,HWI,Hawk Inlet,United States,US
HWK,Wilpena Pound,HWK,Hawker,Australia,AU
HWN,Hwange Nat Park,HWN,Hwange Nat Park,Zimbabwe,ZW
HWO,North Perry,HWO,Hollywood,United States,US
HXX,Hay,HXX,Hay,Australia,AU
HYA,Barnstable,HYA,Hyannis,United States,US
HYC,High Wycombe,HYC,High Wycombe,United Kingdom,GB
HYD,Hyderabad Arpt.,HYD,Hyderabad,India,IN
HYF,Hayfields,HYF,Hayfields,Papua New Guinea,PG
HYG,SPB,HYG,Hydaburg,United States,US
HYL,SPB,HYL,Hollis,United States,US
HYN,Huangyan,HYN,Huangyan,China,CN
HYR,Municipal,HYR,Hayward,United States,US
HYS,Municipal,HYS,Hays,United States,US
HZB,Merville/Calonne,HZB,Hazebrouck,France,FR
HZG,Hanzhong,HZG,Hanzhong,China,CN
HZH,Liping,HZH,Liping City,China,CN
HZK,Husavik,HZK,Husavik,Iceland,IS
HZL,Hazleton,HZL,Hazleton,United States,US
HZV,Hazyview,HZV,Hazyview,South Africa,ZA
IAA,Igarka,IAA,Igarka,Russian Federation,RU
IAD,Washington Dulles Intl.,WAS,Washington,United States,US
IAG,Intl.,IAG,Niagara Falls,United States,US
IAH,George Bush Intercontinental,HOU,Houston,United States,US
IAM,In Amenas,IAM,In Amenas,Algeria,DZ
IAN,Bob Barker Memorial,IAN,Kiana,United States,US
IAO,Sayak,IAO,Siargao,Philippines,PH
IAQ,Bahregan,IAQ,Bahregan,Iran,IR
IAR,Yaroslavl,IAR,Yaroslavl,Russian Federation,RU
IAS,Iasi,IAS,Iasi,Romania,RO
IAU,Iaura,IAU,Iaura,Papua New Guinea,PG
IBA,Ibadan,IBA,Ibadan,Nigeria,NG
IBE,Ibague,IBE,Ibague,Colombia,CO
IBI,Iboki,IBI,Iboki,Papua New Guinea,PG
IBL,Indigo Bay Lodge,IBL,Indigo Bay Lodge,Mozambique,MZ
IBO,Ibo,IBO,Ibo,Mozambique,MZ
IBP,Iberia,IBP,Iberia,Peru,PE
IBR,Ibaraki Airport,IBR,IBARAKI,JAPAN,JP
IBZ,Ibiza,IBZ,Ibiza,Spain,ES
ICA,Icabaru,ICA,Icabaru,Venezuela,VE
ICI,Cicia,ICI,Cicia,Fiji,FJ
ICK,Nieuw Nickerie,ICK,Nieuw Nickerie,Suriname,SR
ICL,Municipal,ICL,Clarinda,United States,US
ICN,Incheon Intl.,SEL,Seoul,Korea,KR
ICO,Sicogon Island,ICO,Sicogon Island,Philippines,PH
ICR,Nicaro,ICR,Nicaro,Cuba,CU
ICT,Mid-Continent,ICT,Wichita,United States,US
ICY,Icy Bay,ICY,Icy Bay,United States,US
IDA,Fanning Field,IDA,Idaho Falls,United States,US
IDB,Idre,IDB,Idre,Sweden,SE
IDC,Ila Da Chilonzuene,IDC,Ila Da Chilonzuene,Mozambique,MZ
IDF,Idiofa,IDF,Idiofa,Zaire,ZR
IDG,Municipal,IDG,Ida Grove,United States,US
IDH,Idaho County Airport,IDH,Idaho,UNITED STATES,US
IDI,ndiana County Arpt.,IDI,"Indiana, PA",United States,US
IDK,Indulkana,IDK,Indulkana,Australia,AU
IDN,Indagen,IDN,Indagen,Papua New Guinea,PG
IDO,Rio,IDO,Santa Isabel Do Morro,Brazil,BR
IDP,Independence,IDP,Independence,United States,US
IDR,Devi Ahilyabai Holkar,IDR,Indore,India,IN
IEG,Babimost,IEG,Zielona Gora,Poland,PL
IEJ,Iejima,IEJ,Iejima,Japan,JP
IEV,All Airports,IEV,Kiev,Ukraine,UA
IEV,Zhulhany,IEV,Kiev,Ukraine,UA
IFA,Iowa Falls,IFA,Iowa Falls,United States,US
IFF,Iffley,IFF,Iffley,Australia,AU
IFJ,Isafjordur,IFJ,Isafjordur,Iceland,IS
IFL,Innisfail,IFL,Innisfail,Australia,AU
IFN,Isfahan Intl.,IFN,Isfahan,Iran,IR
IFO,Ivano-Frankovsk,IFO,Ivano-Frankovsk,Ukraine,UA
IFP,Laughlin Bullhead Intl,IFP,Bullhead City,United States,US
IGA,Inagua,IGA,Inagua,Bahamas,BS
IGB,Ingeniero Jacobacci,IGB,Ingeniero Jacobacci,Argentina,AR
IGD,Igdir Airport,IGD,Igdir,Turkey,TR
IGE,Iguela,IGE,Iguela,Gabon,GA
IGG,Igiugig,IGG,Igiugig,United States,US
IGH,Ingham,IGH,Ingham,Australia,AU
IGL,Cigli Military Arpt,IGL,Izmir,Turkey,TR
IGM,Kingman,IGM,Kingman,United States,US
IGN,Maria Cristina,IGN,Iligan,Philippines,PH
IGO,Chigorodo,IGO,Chigorodo,Colombia,CO
IGR,Cataratas,IGR,Iguazu,Argentina,AR
IGS,Ingolstadt-manching,IGS,Ingolstadt-manching,Germany,DE
IGT,Magas Oskanov Airport,IGT,Magas,RUSSIA,RU
IGU,Cataratas,IGU,Iguassu Falls,Brazil,BR
IHA,Niihama,IHA,Niihama,Japan,JP
IHC,Inhaca,IHC,Inhaca,Mozambique,MZ
IHN,Qishn,IHN,Qishn,Yemen,YE
IHO,Ihosy,IHO,Ihosy,Madagascar,MG
IHR,Iran Shahr,IHR,Iran Shahr,Iran,IR
IHU,Ihu,IHU,Ihu,Papua New Guinea,PG
IIA,Inishmaan,IIA,Galloway,Ireland,IE
IIL,Ilaam,IIL,Ilaam,Iran,IR
IIN,Nishinoomote,IIN,Nishinoomote,Japan,JP
IIS,Nissan Island,IIS,Nissan Island,Papua New Guinea,PG
IJK,Izhevsk,IJK,Izhevsk,Russian Federation,RU
IJU,J. Batista Bos Filho Arpt.,IJU,Ijui,Brazil,BR
IJX,Municipal,IJX,Jacksonville,United States,US
IKA,Imam Khomeini Airport,THR,Tehran,Iran,IR
IKB,Wilkes County,IKB,Wilkesboro,United States,US
IKI,Iki,IKI,Iki,Japan,JP
IKK,Greater Kankakee,IKK,Kankakee,United States,US
IKL,Ikela,IKL,Ikela,Democratic Republic of Congo,CD
IKO,Nikolski AFS,IKO,Nikolski,United States,US
IKP,Inkerman,IKP,Inkerman,Australia,AU
IKS,Tiksi,IKS,Tiksi,Russian Federation,RU
IKT,Irkutsk,IKT,Irkutsk,Russian Federation,RU
ILA,Illaga,ILA,Illaga,Indonesia,ID
ILB,Ilha Solteira,ILB,Ilha Solteira,Brazil,BR
ILD,Lleida–Alguaire Airport,ILD,Alguaire,Spain,ES
ILE,Municipal,ILE,Killeen,United States,US
ILF,Ilford,ILF,Ilford,Canada,CA
ILG,Greater Wilmington,ILG,Wilmington,United States,US
ILI,Iliamna,ILI,Iliamna,United States,US
ILK,Ilaka,ILK,Ilaka,Madagascar,MG
ILL,Willmar,ILL,Willmar,United States,US
ILM,Wilmington Intl.,ILM,Wilmington,United States,US
ILN,Clinton Field,ILN,Wilmington,United States,US
ILO,Iloilo Intl.,ILO,Iloilo,Philippines,PH
ILP,Ile Des Pins,ILP,Ile Des Pins,New Caledonia,NC
ILQ,Ilo,ILQ,Ilo,Peru,PE
ILR,Ilorin,ILR,Ilorin,Nigeria,NG
ILU,Kilaguni,ILU,Kilaguni,Kenya,KE
ILX,Ileg,ILX,Ileg,Papua New Guinea,PG
ILY,Glenegedale,ILY,Islay,United Kingdom,GB
ILZ,Zilina,ILZ,Zilina,Slovak Republic,SK
IMA,Iamalele,IMA,Iamalele,Papua New Guinea,PG
IMB,Imbaimadai,IMB,Imbaimadai,Guyana,GY
IMD,Imonda,IMD,Imonda,Papua New Guinea,PG
IMF,Municipal,IMF,Imphal,India,IN
IMG,Inhaminga,IMG,Inhaminga,Mozambique,MZ
IMI,Ine Island,IMI,Ine Island,Marshall Islands,MH
IMK,Simikot,IMK,Simikot,Nepal,NP
IML,Imperial,IML,Imperial,United States,US
IMM,Immokalee,IMM,Immokalee,United States,US
IMN,Imane,IMN,Imane,Papua New Guinea,PG
IMO,Zemio,IMO,Zemio,Central African Republic,CF
IMP,Imperatriz,IMP,Imperatriz,Brazil,BR
IMT,Ford,IMT,Iron Mountain,United States,US
IMZ,Nimroz,IMZ,Nimroz,Afghanistan,AF
INA,Inta,INA,Inta,Russian Federation,RU
INB,Independence,INB,Independence,Belize,BZ
INC,Yinchuan,INC,Yinchuan,China,CN
IND,Indianapolis Intl.,IND,"Indianapolis, IN",United States,US
INE,Chinde,INE,Chinde,Mozambique,MZ
INF,Newark Liberty Intl.,INF,In Guezzam,Algeria,DZ
ING,Lago Argentino,ING,Lago Argentino,Argentina,AR
INH,Inhambane,INH,Inhambane,Mozambique,MZ
INI,Constantine The Great Intl.,INI,Nis,Serbia,RS
INJ,Injune,INJ,Injune,Australia,AU
INK,Wink,INK,Wink,United States,US
INL,Falls Intl,INL,Intl. Falls,United States,US
INM,Innamincka,INM,Innamincka,Australia,AU
INN,Innsbruck-kranebitten,INN,Innsbruck,Austria,AT
INO,Inongo,INO,Inongo,Democratic Republic of Congo,CD
INQ,Inisheer,INQ,Inisheer,Ireland,IE
INR,Kincheloe AFB,INR,Sault Ste Marie,United States,US
INS,Af Aux,INS,Indian Springs,United States,US
INT,Smith-Reynolds,INT,Winston Salem,United States,US
INU,Nauru Intl.,INU,Nauru Island,Nauru,NR
INV,Inverness,INV,Inverness,United Kingdom,GB
INW,Winslow-Lindbergh,INW,"Winslow, AZ",United States,US
INX,Inanwatan,INX,Inanwatan,Indonesia,ID
INY,Inyati,INY,Inyati,South Africa,ZA
INZ,In Salah,INZ,In Salah,Algeria,DZ
IOA,Ioannina,IOA,Ioannina,Greece,GR
IOB,Mount Sterling-Montgomery County Airport,IOB,Mount Sterling,UNITED STATES,US
IOK,Iokea,IOK,Iokea,Papua New Guinea,PG
IOM,Ronaldsway,IOM,Isle Of Man,United Kingdom,GB
ION,Impfondo,ION,Impfondo,Congo,CG
IOP,Ioma,IOP,Ioma,Papua New Guinea,PG
IOR,Kilronan,IOR,Inishmore,Ireland,IE
IOS,Eduardo Gomes,IOS,Ilheus,Brazil,BR
IOU,Ile Ouen,IOU,Ile Ouen,New Caledonia,NC
IOW,Iowa City,IOW,"Iowa City, IA",United States,US
IPA,Ipota,IPA,Ipota,Vanuatu,VU
IPC,Mataveri Intl,IPC,Easter Island,Chile,CL
IPE,Ipil,IPE,Ipil,Philippines,PH
IPG,Ipiranga,IPG,Ipiranga,Brazil,BR
IPH,Sultan Azlan Shah Arpt.,IPH,Ipoh,Malaysia,MY
IPI,San Luis,IPI,Ipiales,Colombia,CO
IPL,Imperial County,IPL,Imperial,United States,US
IPN,Usiminas,IPN,Ipatinga,Brazil,BR
IPT,Lycoming County,IPT,Williamsport,United States,US
IPU,Ipiau,IPU,Ipiau,Brazil,BR
IPW,Ipswich,IPW,Ipswich,United Kingdom,GB
IQM,Qiemo,IQM,Qiemo,China,CN
IQN,Qingyang,IQN,Qingyang,China,CN
IQQ,Cavancha,IQQ,Iquique,Chile,CL
IQT,C.F. Secada,IQT,Iquitos,Peru,PE
IRA,Kirakira,IRA,Kirakira,Solomon Islands,SB
IRB,Municipal,IRB,Iraan,United States,US
IRC,Circle City,IRC,Circle,United States,US
IRD,Ishurdi,IRD,Ishurdi,Bangladesh,BD
IRE,Irece,IRE,Irece,Brazil,BR
IRG,Lockhart River,IRG,Lockhart River,Australia,AU
IRI,Nduli,IRI,Iringa,Tanzania,TZ
IRJ,Capitan Vicente Almando,IRJ,La Rioja,Argentina,AR
IRK,Municipal,IRK,Kirksville,United States,US
IRN,Iriona,IRN,Iriona,Honduras,HN
IRO,Birao,IRO,Birao,Central African Republic,CF
IRP,Matari,IRP,Isiro,Zaire,ZR
IRS,Kirsch Municipal,IRS,Sturgis,United States,US
ISA,Mount Isa,ISA,Mount Isa,Australia,AU
ISB,Islamabad Intl.,ISB,Islamabad,Pakistan,PK
ISC,St Marys,ISC,Isles Of Scilly,United Kingdom,GB
ISD,Iscuande,ISD,Iscuande,Colombia,CO
ISE,Suleyman Demiral,ISE,Isparta,Turkey,TR
ISG,Ishigaki,ISG,Ishigaki,Japan,JP
ISH,Ischia,ISH,Ischia,Italy,IT
ISI,Isisford,ISI,Isisford,Australia,AU
ISJ,Isla Mujeres,ISJ,Isla Mujeres,Mexico,MX
ISK,Gandhinagar Arpt,ISK,Nasik,India,IN
ISL,Isabel Pass,ISL,Isabel Pass,United States,US
ISM,Kissimmee Gateway,ISM,Kissimmee,United States,US
ISN,Sloulin Field Intl,ISN,Williston,United States,US
ISO,Stallings Field,ISO,Kinston,United States,US
ISP,Long Island Mac Arthur,NYC,New York,United States,US
ISS,Wiscasset,ISS,Wiscasset,United States,US
IST,Ataturk,IST,Istanbul,Turkey,TR
IST,All Airports,IST,Istanbul,Turkey,TR
ISU,Sulaimaniyah International,ISU,Sulaymaniyah,Iraq,IQ
ISW,Alexander Field,ISW,Wisconsin Rapids,United States,US
ISZ,Cincinnati-Blue Ash Arpt.,ISZ,"Cincinnati, OH",United States,US
ITA,Itacoatiara,ITA,Itacoatiara,Brazil,BR
ITB,Itaituba,ITB,Itaituba,Brazil,BR
ITE,Itubera,ITE,Itubera,Brazil,BR
ITH,Tompkins County,ITH,Ithaca,United States,US
ITI,Itambacuri,ITI,Itambacuri,Brazil,BR
ITK,Itokama,ITK,Itokama,Papua New Guinea,PG
ITM,Itami,OSA,Osaka,Japan,JP
ITN,Itabuna,ITN,Itabuna,Brazil,BR
ITO,Hilo Intl.,ITO,Hilo,United States,US
ITP,Itaperuna,ITP,Itaperuna,Brazil,BR
ITQ,Itaqui,ITQ,Itaqui,Brazil,BR
ITR,Hidroeletrica,ITR,Itumbiara,Brazil,BR
IUE,Hanan,IUE,Niue Island,Niue,NU
IUL,Ilu,IUL,Ilu,Indonesia,ID
IUM,Summit Lake,IUM,Summit Lake,Canada,CA
IUS,Inus,IUS,Inus,Papua New Guinea,PG
IVA,Ambanja,IVA,Ambanja,Madagascar,MG
IVC,Invercargill,IVC,Invercargill,New Zealand,NZ
IVG,Ivangrad,IVG,Berane,Montenegro,ME
IVH,Ivishak,IVH,Ivishak,United States,US
IVL,Ivalo,IVL,Ivalo,Finland,FI
IVO,Chivolo,IVO,Chivolo,Colombia,CO
IVR,Inverell,IVR,Inverell,Australia,AU
IVW,Inverway,IVW,Inverway,Australia,AU
IWA,Ivanova,IWA,Ivanova,Russian Federation,RU
IWD,Gogebic County,IWD,Ironwood,United States,US
IWJ,Iwami,IWJ,Iwami,Japan,JP
IWK,Marine Corps Air Station Iwakuni,IWK,IWAKUNI,JAPAN,JP
IWO,Iwo Jima Airbase,IWO,Iwo Jima Vol,Japan,JP
IXA,Singerbhil,IXA,Agartala,India,IN
IXB,Bagdogra,IXB,Bagdogra,India,IN
IXC,Chandigarh,IXC,Chandigarh,India,IN
IXD,Bamrauli,IXD,Allahabad,India,IN
IXE,Bajpe,IXE,Mangalore,India,IN
IXG,Sambre,IXG,Belgaum,India,IN
IXH,Kailashahar,IXH,Kailashahar,India,IN
IXI,Lilabari,IXI,Lilabari,India,IN
IXJ,Satwari,IXJ,Jammu,India,IN
IXK,Keshod,IXK,Keshod,India,IN
IXL,Bakula Rimpoche,IXL,Leh,India,IN
IXM,Madurai,IXM,Madurai,India,IN
IXN,Khowai,IXN,Khowai,India,IN
IXP,Pathankot,IXP,Pathankot,India,IN
IXQ,Kamalpur,IXQ,Kamalpur,India,IN
IXR,Birsa Munda Intl.,IXR,Ranchi,India,IN
IXS,Kumbhirgram,IXS,Silchar,India,IN
IXT,Pasighat,IXT,Pasighat,India,IN
IXU,Chikkalthana,IXU,Aurangabad,India,IN
IXV,Along,IXV,Along,India,IN
IXW,Sonari,IXW,Jamshedpur,India,IN
IXX,Bidar Airport,IXX,Bidar,India,IN
IXY,Kandla,IXY,Kandla,India,IN
IXZ,Port Blair,IXZ,Port Blair,India,IN
IYK,Kern County,IYK,Inyokern,United States,US
IZM,Izmir Metropolitan Area,IZM,IZMIR,Turkey,TR
IZO,Izumo,IZO,Izumo,Japan,JP
IZT,Ixtepec,IZT,Ixtepec,Mexico,MX
JAA,Jalalabad,JAA,Jalalabad,Afghanistan,AF
JAB,Jabiru,JAB,Jabiru,Australia,AU
JAC,Jackson Hole,JAC,Jackson,United States,US
JAD,Jandakot,JAD,Perth,Australia,AU
JAE,Aeropuerto de Shumba Jaen,JAE,Peru,United States,US
JAF,Kankesanturai,JAF,Jaffna,Sri Lanka,LK
JAG,Jacobabad,JAG,Jacobabad,Pakistan,PK
JAH,Agora Helipad,JAH,Aubagne,France,FR
JAI,Sanganeer,JAI,Jaipur,India,IN
JAJ,Perimeter Mall,JAJ,Atlanta,United States,US
JAK,Jacmel,JAK,Jacmel,Haiti,HT
JAL,Jalapa,JAL,Jalapa,Mexico,MX
JAM,Jambol,JAM,Jambol,Bulgaria,BG
JAN,Jackson-evers,JAN,Jackson,United States,US
JAO,Beaver Ruin,JAO,Atlanta,United States,US
JAP,Punta Renes,JAP,Punta Renes,Costa Rica,CR
JAQ,Jacquinot Bay,JAQ,Jacquinot Bay,Papua New Guinea,PG
JAR,Jahrom,JAR,Jahrom,United States,US
JAS,County,JAS,Jasper,United States,US
JAT,Jabot,JAT,Jabot,Marshall Islands,MH
JAU,Jauja,JAU,Jauja,Peru,PE
JAV,Ilulissat,JAV,Ilulissat,Greenland,GL
JAX,"Jacksonville,",JAX,"Jacksonville, FL",United States,US
JBB,Noto hadinegoro Airport ,JBB,JEMBER,INDONESIA,ID
JBC,Boston City Heliport,JBC,Boston,United States,US
JBK,Berkeley,JBK,Berkeley,United States,US
JBP,Commerce Bus. Plaza,JBP,Los Angeles,United States,US
JBQ,La Isabela International Airport,SDQ,Santo Domingo,DOMONICAN REPUBLIC,DO
JBR,Jonesboro,JBR,Jonesboro,United States,US
JBS,Hacienda Bus.Park H/P,JBS,Pleasanton,United States,US
JBT,City Landing,JBT,Bethel,United States,US
JCA,Croisette Heliport,JCA,Cannes,France,FR
JCB,Joacaba,JCB,Joacaba,Brazil,BR
JCC,China Basin Heliport,JCC,San Francisco,United States,US
JCE,Convention Center H/P,JCE,Oakland,United States,US
