airportCode,airportName,cityCode,cityName,countryName,countryCode
TWY,Tawa,TWY,Tawa,Papua New Guinea,PG
TWZ,Pukaki/Twizel,TWZ,Mount Cook,New Zealand,NZ
TXF,Teixeira de Freitas,TXF,Teixeira de Freitas,Brazil,BR
TXG,Taichung,TXG,Taichung,Taiwan,TW
TXL,Berlin Tegel Airport,BER,Berlin,Germany,DE
TXM,Teminabuan,TXM,Teminabuan,Indonesia,ID
TXN,Tunxi,TXN,Tunxi,China,CN
TXR,Tanbar,TXR,Tanbar,Australia,AU
TXU,Tabou,TXU,Tabou,Cote D'Ivoire,CI
TYA,Tula,TYA,Tula,Russian Federation,RU
TYB,Tibooburra,TYB,Tibooburra,Australia,AU
TYD,Tynda,TYD,Tynda,Russian Federation,RU
TYF,Torsby Arpt.,TYF,Torsby,Sweden,SE
TYG,Thylungra,TYG,Thylungra,Australia,AU
TYL,Talara,TYL,Talara,Peru,PE
TYM,Staniel Cay,TYM,Staniel Cay,Bahamas,BS
TYN,Taiyuan,TYN,Taiyuan,China,CN
TYO,Tokyo Metropolitan Area,TYO,Tokyo,Japan,JP
TYO,All Airports,TYO,Tokyo,Japan,JP
TYP,Tobermorey,TYP,Tobermorey,Australia,AU
TYR,Tyler Pounds Regional Arpt.,TYR,Tyler,United States,US
TYS,Mc Ghee Tyson,TYS,Knoxville,United States,US
TYT,Treinta-y-Tres,TYT,Treinta-y-Tres,Uruguay,UY
TYZ,Taylor,TYZ,Taylor,United States,US
TZA,Municipal,TZA,Belize City,Belize,BZ
TZL,Tuzla Intl.,TZL,Tuzla,Bosnia And Herzegovina,BA
TZM,Tizimin,TZM,Tizimin,Mexico,MX
TZN,South Andros,TZN,South Andros,Bahamas,BS
TZX,Trabzon,TZX,Trabzon,Turkey,TR
UAB,Adana-Incirlik Airbase,UAB,Adana,Turkey,TR
UAC,San Luis Rio Colorado,UAC,San Luis Rio Colorado,Mexico,MX
UAE,Mount Aue,UAE,Mount Aue,Papua New Guinea,PG
UAH,Ua Huka,UAH,Ua Huka,French Polynesia,PF
UAI,Suai,UAI,Suai,Indonesia,ID
UAK,Narsarsuaq,UAK,Narsarsuaq,Greenland,GL
UAL,Luau,UAL,Luau,Angola,AO
UAM,Andersen AFB,UAM,"Andersen, Mariana Island",Guam,GU
UAP,Ua Pou,UAP,Ua Pou,French Polynesia,PF
UAQ,San Juan,UAQ,San Juan,Argentina,AR
UAS,Samburu,UAS,Samburu,Kenya,KE
UAX,Uaxactun,UAX,Uaxactun,Guatemala,GT
UBA,Uberaba,UBA,Uberaba,Brazil,BR
UBB,Mabuiag Island,UBB,Mabuiag Island,Australia,AU
UBI,Buin,UBI,Buin,Papua New Guinea,PG
UBJ,Ube,UBJ,Ube,Japan,JP
UBP,Muang Ubon,UBP,Ubon Ratchathni,Thailand,TH
UBR,Ubrub,UBR,Ubrub,Indonesia,ID
UBS,Lowndes County,UBS,Columbus,United States,US
UBT,Ubatuba,UBT,Ubatuba,Brazil,BR
UBU,Kalumburu,UBU,Kalumburu,Australia,AU
UCA,Oneida County,UCA,Utica,United States,US
UCE,Eunice,UCE,Eunice,United States,US
UCK,Lutsk,UCK,Lutsk,Ukraine,UA
UCN,Buchanan,UCN,Buchanan,Liberia,LR
UCT,Ukhta,UCT,Ukhta,Russian Federation,RU
UCY,Everett-Stewart,UCY,Union City,United States,US
UDD,Bermuda Dunes,UDD,Palm Springs,United States,US
UDE,Volkel,UDE,Uden,Netherlands,NL
UDI,Eduardo Gomes,UDI,Uberlandia,Brazil,BR
UDJ,Uzhgorod,UDJ,Uzhgorod,Ukraine,UA
UDN,Airfield,UDN,Udine,Italy,IT
UDO,Udomxay,UDO,Udomxay,Laos,LA
UDR,Dabok,UDR,Udaipur,India,IN
UEE,Queenstown,UEE,Queenstown,Australia,AU
UEL,Quelimane,UEL,Quelimane,Mozambique,MZ
UEO,Kumejima,UEO,Kumejima,Japan,JP
UER,Puertollano,UER,Puertollano,Spain,ES
UES,Waukesha,UES,Waukesha,United States,US
UET,Quetta,UET,Quetta,Pakistan,PK
UFA,Ufa,UFA,Ufa,Russian Federation,RU
UGA,Bulgan,UGA,Bulgan,Mongolia,MN
UGB,Ugashik Bay,UGB,Pilot Point,United States,US
UGC,Urgench,UGC,Urgench,Uzbekistan,UZ
UGI,Uganik,UGI,Uganik,United States,US
UGN,Memorial,UGN,Waukegan,United States,US
UGO,Uige,UGO,Uige,Angola,AO
UGU,Zugapa,UGU,Zugapa,Indonesia,ID
UHE,Kunovice,UHE,Uherske Hradiste,Czech Republic,CZ
UHF,RAF Station,UHF,Upper Heyford,United Kingdom,GB
UIB,Quibdo,UIB,Quibdo,Colombia,CO
UIH,Qui Nhon,UIH,Qui Nhon,Viet Nam,VN
UII,Utila,UII,Utila,Honduras,HN
UIK,Ust-Ilimsk,UIK,Ust-Ilimsk,Russian Federation,RU
UIL,Quillayute State,UIL,Quillayute,United States,US
UIN,Municipal,UIN,Quincy,United States,US
UIO,Mariscal Sucre,UIO,Quito,Ecuador,EC
UIP,Pluguffan,UIP,Quimper,France,FR
UIQ,Quine Hill,UIQ,Quine Hill,Vanuatu,VU
UIR,Quirindi,UIR,Quirindi,Australia,AU
UIT,Jaluit Island,UIT,Jaluit Island,Marshall Islands,MH
UIZ,Berz-Macomb,UIZ,Utica,United States,US
UJE,Ujae Island,UJE,Ujae Island,Marshall Islands,MH
UKA,Ukunda,UKA,Ukunda,Kenya,KE
UKB,Kobe,OSA,Osaka,Japan,JP
UKI,Ukiah,UKI,Ukiah,United States,US
UKK,Ust-kamenogorsk,UKK,Ust-kamenogorsk,Kazakhstan,KZ
UKN,Municipal,UKN,Waukon,United States,US
UKR,Mukeiras,UKR,Mukeiras,Yemen,YE
UKS,Belbek,UKS,Sevastopol,Ukraine,UA
UKT,Upper Bucks,UKT,Quakertown,United States,US
UKU,Nuku,UKU,Nuku,Papua New Guinea,PG
UKX,Ust-Kut,UKX,Ust-Kut,Russian Federation,RU
UKY,Kansai,UKY,Kyoto,Japan,JP
ULA,San Julian,ULA,San Julian,Argentina,AR
ULB,Ulei,ULB,Ulei,Vanuatu,VU
ULC,Los Cerrillos,ULC,Santiago,Chile,CL
ULD,Ulundi,ULD,Ulundi,South Africa,ZA
ULE,Sule,ULE,Sule,Papua New Guinea,PG
ULG,Ulgit,ULG,Ulgit,Mongolia,MN
ULI,Ulithi,ULI,Ulithi,Micronesia,FM
ULL,Mull,ULL,Mull,United Kingdom,GB
ULM,New Ulm,ULM,New Ulm,United States,US
ULN,Chinggis Khaan Intl.,ULN,Ulaanbaatar,Mongolia,MN
ULO,Ulaangom,ULO,Ulaangom,Mongolia,MN
ULP,Quilpie,ULP,Quilpie,Australia,AU
ULQ,Farfan,ULQ,Tulua,Colombia,CO
ULS,Mulatos,ULS,Mulatos,Colombia,CO
ULU,Gulu,ULU,Gulu,Uganda,UG
ULV ,Ulyanovsk Baratayevka Airport,ULY,Ulyanovsk,Russian Federation,RU
ULX,Ulusaba,ULX,Ulusaba,South Africa,ZA
ULY,Vostochny,ULY,Ulyanovsk,Russian Federation,RU
ULZ,Uliastai,ULZ,Uliastai,Mongolia,MN
UMA,Punta De Maisi,UMA,Punta De Maisi,Cuba,CU
UMB,North Shore,UMB,Umnak Island,United States,US
UMC,Umba,UMC,Umba,Papua New Guinea,PG
UMD,Uummannaq,UMD,Uummannaq,Greenland,GL
UME,Umea,UME,Umea,Sweden,SE
UMI,Quincemil,UMI,Quincemil,Peru,PE
UMM,Summit,UMM,Summit,United States,US
UMR,Woomera,UMR,Woomera,Australia,AU
UMT,Umiat,UMT,Umiat,United States,US
UMU,Ernesto Geisel,UMU,Umuarama,Brazil,BR
UMY,Sumy,UMY,Sumy,Ukraine,UA
UNA,Una,UNA,Una,Brazil,BR
UNC,Unguia,UNC,Unguia,Colombia,CO
UND,Kunduz,UND,Kunduz,Afghanistan,AF
UNE,Qachas Nek,UNE,Qachas Nek,Lesotho,LS
UNG,Kiunga,UNG,Kiunga,Papua New Guinea,PG
UNI,Union Island,UNI,Union Island,Saint Vincent and the Grenadines,VC
UNK,Unalakleet,UNK,Unalakleet,United States,US
UNN,Ranong,UNN,Ranong,Thailand,TH
UNR,Underkhaan,UNR,Underkhaan,Mongolia,MN
UNS,Umnak,UNS,Umnak Island,United States,US
UNT,Baltasound,UNT,Unst Shetland Is,United Kingdom,GB
UNU,Dodge County,UNU,"Juneau, WI",United States,US
UOL,Buol,UOL,Buol,Indonesia,ID
UON,Muong Sai,UON,Muong Sai,Laos,LA
UOS,Franklin County,UOS,Sewanee,United States,US
UOX,University-Oxford,UOX,Oxford,United States,US
UPA,Punta Alegre,UPA,Punta Alegre,Cuba,CU
UPB,Playa Baracoa,UPB,Havana,Cuba,CU
UPC,Puerto La Cruz,UPC,Puerto La Cruz,Venezuela,VZ
UPF,Pforheim,UPF,Pforheim,Germany,DE
UPG,Hasanudin,UPG,Ujung Pandang,Indonesia,ID
UPL,Upala,UPL,Upala,Costa Rica,CR
UPN,Uruapan,UPN,Uruapan,Mexico,MX
UPP,Upolu Point,UPP,Upolu Point,United States,US
UPR,Upiara,UPR,Upiara,Papua New Guinea,PG
UPV,Upavon,UPV,Upavon,United Kingdom,GB
UQE,Queen,UQE,Queen,United States,US
URA,Uralsk / Podstepnyy,URA,Uralsk,Kazakhstan,KZ
URB,Ernesto Pochler,URB,Urubupunga,Brazil,BR
URC,Urumqi,URC,Urumqi,China,CN
URD,Burg Feuerstein,URD,Burg Feuerstein,Germany,DE
URE,Kuressaare,URE,Kuressaare,Estonia,EE
URG,Ruben Berta,URG,Uruguaiana,Brazil,BR
URI,Uribe,URI,Uribe,Colombia,CO
URJ,Uraj,URJ,Uraj,Russian Federation,RU
URM,Uriman,URM,Uriman,Venezuela,VE
URO,Boos,URO,Rouen,France,FR
URR,Urrao,URR,Urrao,Colombia,CO
URS,Kursk,URS,Kursk,Russian Federation,RU
URT,Surat Thani,URT,Surat Thani,Thailand,TH
URY,Gurayat,URY,Gurayat,Saudi Arabia,SA
URZ,Uruzgan,URZ,Uruzgan,Afghanistan,AF
USA,CONCORD,CON,CONCORD,United States,US
USH,Islas Malvinas,USH,Ushuaia,Argentina,AR
USI,Mabaruma,USI,Mabaruma,Guyana,GY
USK,Usinsk,USK,Usinsk,Russian Federation,RU
USL,Useless Loop,USL,Useless Loop,Australia,AU
USM,Koh Samui,USM,Koh Samui,Thailand,TH
USN,Ulsan,USN,Ulsan,Reublic of Korea,KR
USO,Usino,USO,Usino,Papua New Guinea,PG
USQ,Usak,USQ,Usak,Turkey,TR
USS,Sancti Spiritus,USS,Sancti Spiritus,Cuba,CU
UST,St Augustine,UST,St Augustine,United States,US
USU,Puerto Princessa,USU,Busuanga,Philippines,PH
UTA,Mutare,UTA,Mutare,Zimbabwe,ZW
UTB,Muttaburra,UTB,Muttaburra,Australia,AU
UTC,Soesterberg,UTC,Utrecht,Netherlands,NL
UTD,Nutwood Downs,UTD,Nutwood Downs,Australia,AU
UTE,Butterworth,UTE,Butterworth,South Africa,ZA
UTG,Quthing,UTG,Quthing,Lesotho,LS
UTH,Udon Thani,UTH,Udon Thani,Thailand,TH
UTI,Utti,UTI,Valkeala,Finland,FI
UTK,Utirik Island,UTK,Utirik Island,Marshall Islands,MH
UTL,Torremolinos,UTL,Torremolinos,Spain,ES
UTN,Upington,UTN,Upington,South Africa,ZA
UTO,Indian Mountain AFS,UTO,Utopia Creek,United States,US
UTP,Utapao,UTP,Utapao,Thailand,TH
UTR,Uttaradit,UTR,Uttaradit,Thailand,TH
UTT,Umtata,UTT,Umtata,South Africa,ZA
UTU,Ustupo,UTU,Ustupo,Panama,PA
UTW,Queenstown,UTW,Queenstown,South Africa,ZA
UUA,Bugulma,UUA,Bugulma,Russian Federation,RU
UUD,"Ulan-ude, Mukhino",UUD,Ulan-ude,Russian Federation,RU
UUK,Kuparuk,UUK,Kuparuk,United States,US
UUN,Baruun-Urt,UUN,Baruun-Urt,Mongolia,MN
UUS,Yuzhno-Sakhalinsk,UUS,Yuzhno-Sakhalinsk,Russian Federation,RU
UUU,Manumu,UUU,Manumu,Papua New Guinea,PG
UVA,Garner Fld,UVA,Uvalde,United States,US
UVE,Ouvea,UVE,Ouvea,New Caledonia,NC
UVF,Hewanorra,UVF,St Lucia,Saint Lucia,LC
UVL,Kharga,UVL,Kharga,Egypt,EG
UVO,Uvol,UVO,Uvol,Papua New Guinea,PG
UWA,Ware,UWA,Ware,United States,US
UYL,Nyala,UYL,Nyala,Sudan,SD
UYN,Yulin,UYN,Yulin,China,CN
UYU,UYUNI,UYU,UYUNI,BOLIVIA,BO
UZC,Ponikve,UZC,Uzice,Serbia,CS
UZH,Unayzah,UZH,Unayzah,Saudi Arabia,SA
UZU,Curuzu Cuatia,UZU,Curuzu Cuatia,Argentina,AR
VAA,Vaasa,VAA,Vaasa,Finland,FI
VAB,Yavarate,VAB,Yavarate,Colombia,CO
VAC,Varrelbusch,VAC,Varrelbusch,Germany,DE
VAD,Moody AFB,VAD,Valdosta,United States,US
VAF,Chabeuil,VAF,Valence,France,FR
VAG,Maj. Brig. Trompowsky,VAG,Varginha,Brazil,BR
VAH,Vallegrande,VAH,Vallegrande,Bolivia,BO
VAI,Vanimo,VAI,Vanimo,Papua New Guinea,PG
VAK,Chevak,VAK,Chevak,United States,US
VAL,Valenca,VAL,Valenca,Brazil,BR
VAN,Ferit Melen Arpt.,VAN,Van,Turkey,TR
VAP,Valparaiso,VAP,Valparaiso,Chile,CL
VAR,Varna,VAR,Varna,Bulgaria,BG
VAS,Sivas,VAS,Sivas,Turkey,TR
VAT,Vatomandry,VAT,Vatomandry,Madagascar,MG
VAU,Vatukoula,VAU,Vatukoula,Fiji,FJ
VAW,Vardoe,VAW,Vardoe,Norway,NO
VBA,ANN Airport,VBA,Ann,MYANMAR,MM
VBP,Bokpyin Airport,VBP,Bokpyin,MYANMAR,MM
VBS,Brescia Montichiari,VBS,Brescia,Italy,IT
VBV,Vanuabalavu,VBV,Vanuabalavu,Fiji,FJ
VBY,Visby,VBY,Visby,Sweden,SE
VCA,Can Tho,VCA,Can Tho,Viet Nam,VN
VCB,View Cove,VCB,View Cove,United States,US
VCC,Limbe,VCC,Limbe,Cameroon,CM
VCD,Victoria River Downs,VCD,Victoria River Downs,Australia,AU
VCE,Marco Polo,VCE,Venice,Italy,IT
VCE,All Airports,VCE,Venice,Italy,IT
VCF,Valcheta,VCF,Valcheta,Argentina,AR
VCH,Vichadero,VCH,Vichadero,Uruguay,UY
VCL,Chulai,VCL,Tamky,Viet Nam,VN
VCP,Viracopos,SAO,Sao Paulo,Brazil,BR
VCR,Carora,VCR,Carora,Venezuela,VE
VCS,Coong,VCS,Con Dao,Viet Nam,VN
VCT,County-Foster,VCT,Victoria,United States,US
VCV,Southern California Logistics,VCV,"Victorville, CA",United States,US
VDA,Ovda,VDA,Eilat,Israel,IL
VDB,Valdres,VDB,Fagernes,Norway,NO
VDC,Vitoria Da Conquista,VDC,Vitoria Da Conquista,Brazil,BR
VDD,Vienna Danubepier Hov,VDD,Vienna,Austria,AT
VDE,Hierro,VDE,Valverde,Spain,ES
VDH,Dong Hoi Airport,VDH,Dong Hoi,Viet Nam,VN
VDI,Municipal,VDI,Vidalia,United States,US
VDM,Viedma,VDM,Viedma,Argentina,AR
VDO,Van Don International Arpt.,VDO,Van Don,Viet Nam,VN
VDP,Valle De Pascua,VDP,Valle De Pascua,Venezuela,VE
VDR,Villa Dolores,VDR,Villa Dolores,Argentina,AR
VDS,Vadso,VDS,Vadso,Norway,NO
VDY,Jindal Vijaynagar Airport,VDY,Toranagallu,India,IN
VDZ,Municipal,VDZ,Valdez,United States,US
VEE,Venetie,VEE,Venetie,United States,US
VEG,Maikwak,VEG,Maikwak,Guyana,GY
VEJ,Vejle,VEJ,Vejle,Denmark,DK
VEL,Vernal,VEL,"Vernal, UT",United States,US
VER,Las Bajadas,VER,Veracruz,Mexico,MX
VEV,Barakoma,VEV,Barakoma,Solomon Islands,SB
VEY,Vestmannaeyjar,VEY,Vestmannaeyjar,Iceland,IS
VFA,Victoria Falls,VFA,Victoria Falls,Zimbabwe,ZW
VGA,Vijayawada,VGA,Vijayawada,India,IN
VGD,Vologda,VGD,Vologda,Russian Federation,RU
VGG,Vangrieng,VGG,Vangrieng,Laos,LA
VGO,Vigo,VGO,Vigo,Spain,ES
VGS,General Villegas,VGS,General Villegas,Argentina,AR
VGT,North Air Terminal,VGT,Las Vegas,United States,US
VGZ,Villagarzon,VGZ,Villagarzon,Colombia,CO
VHC,Saurimo,VHC,Saurimo,Angola,AO
VHM,Vilhelmina,VHM,Vilhelmina,Sweden,SE
VHN,Culberson County,VHN,Van Horn,United States,US
VHY,Charmeil,VHY,Vichy,France,FR
VHZ,Vahitahi,VHZ,Vahitahi,French Polynesia,PF
VIA,Vienna,VIA,Videira,Brazil,BR
VIB,Villa Constitucion,VIB,Villa Constitucion,Mexico,MX
VIC,Vicenza,VIC,Vicenza,Italy,IT
VID,Vidin,VID,Vidin,Bulgaria,BG
VIE,Schwechat Intl.,VIE,Vienna,Austria,AT
VIG,El Vigia,VIG,El Vigia,Venezuela,VE
VIH,Rolla National,VIH,Vichy,United States,US
VII,Vinh City,VII,Vinh City,Viet Nam,VN
VIJ,Virgin Gorda,VIJ,Spanish Town/Virgin Gorda,British Virgin Islands,VG
VIK,Airstrip,VIK,Kavik,United States,US
VIL,Dakhla,VIL,Dakhla,Morocco,MA
VIN,Vinnica,VIN,Vinnica,Ukraine,UA
VIQ,Viqueque,VIQ,Viqueque,Indonesia,ID
VIR,Virginia,VIR,Durban,South Africa,ZA
VIS,Visalia,VIS,Visalia,United States,US
VIT,Vitoria.,VIT,Vitoria.,Spain,ES
VIU,Viru Harbour Airstrip,VIU,Viru,Solomon Islands,SB
VIV,Vivigani,VIV,Vivigani,Papua New Guinea,PG
VIX,Eurico Sales,VIX,Vitoria,Brazil,BR
VJB,Xai Xai,VJB,Xai Xai,Mozambique,MZ
VJI,Virginia Highlands,VJI,Abingdon,United States,US
VJQ,Gurue,VJQ,Gurue,Mozambique,MZ
VKG,Rach Gia,VKG,Rach Gia,Viet Nam,VN
VKO,Vnukovo,MOW,Moscow,Russian Federation,RU
VKT,Vorkuta,VKT,Vorkuta,Russian Federation,RU
VKW,West Kavik,VKW,West Kavik,United States,US
VLA,Vandalia,VLA,Vandalia,United States,US
VLC,Valencia,VLC,Manises,Spain,ES
VLD,Regional,VLD,Valdosta,United States,US
VLE,J t Robidoux,VLE,Valle,United States,US
VLF,Vellore Airport,VLF,VELLORE,India,IN
VLG,Villa Gesell,VLG,Villa Gesell,Argentina,AR
VLI,Bauerfield,VLI,Port Vila,Vanuatu,VU
VLK,Volgodonsk,VLK,Volgodonsk,Russian Federation,RU
VLL,Valladolid,VLL,Valladolid,Spain,ES
VLM,Villamontes,VLM,Villamontes,Bolivia,BO
VLN,Valencia,VLN,Valencia,Venezuela,VE
VLO,Stolport,VLO,Vallejo,United States,US
VLR,Vallenar,VLR,Vallenar,Chile,CL
VLS,Valesdir,VLS,Valesdir,Vanuatu,VU
VLU,Velikiye Luki,VLU,Velikiye Luki,Russian Federation,RU
VLV,Carvajal,VLV,Valera,Venezuela,VE
VME,Villa Mercedes,VME,Villa Mercedes,Argentina,AR
VMI,INC,VMI,Vallemi,Paraguay,PY
VMU,Baimuru,VMU,Baimuru,Papua New Guinea,PG
VNA,Saravane,VNA,Saravane,Laos,LA
VNC,Venice Municipal,VNC,"Venice, FL",United States,US
VND,Vangaindrano,VND,Vangaindrano,Madagascar,MG
VNE,Meucon,VNE,Vannes,France,FR
VNG,Viengxay,VNG,Viengxay,Laos,LA
VNO,Vilnius,VNO,Vilnius,Lithuania,LT
VNR,Vanrook,VNR,Vanrook,Australia,AU
VNS,Varanasi,VNS,Varanasi,India,IN
VNX,Vilanculos,VNX,Vilanculos,Mozambique,MZ
VNY,Van Nuys,VNY,"Los Angeles, CA",United States,US
VOG,Volgograd,VOG,Volgograd,Russian Federation,RU
VOH,Vohemar,VOH,Vohemar,Madagascar,MG
VOI,Voinjama,VOI,Voinjama,Liberia,LR
VOK,Volk Field,VOK,Camp Douglas,United States,US
VOL,Nea Anchialos,VOL,Volos,Greece,GR
VOT,Votuporanga,VOT,Votuporanga,Brazil,BR
VOZ,Chertovitskoye,VOZ,Voronezh,Russian Federation,RU
VPE,Ongiva,VPE,Ongiva,Angola,AO
VPN,Vopnafjordur,VPN,Vopnafjordur,Iceland,IS
VPS,Eglin AFB,VPS,"Valparaiso, FL",United States,US
VPZ,Porter County,VPZ,Valparaiso,United States,US
VQQ,Cecil Field,VQQ,Jacksonville,United States,US
VQS,Vieques,VQS,Vieques,Puerto Rico,PR
VRA,Juan Gualberto Gomez,VRA,Varadero,Cuba,CU
VRB,Municipal,VRB,Vero Beach,United States,US
VRC,Virac,VRC,Virac,Philippines,PH
VRE,Vredendal,VRE,Vredendal,South Africa,ZA
VRK,Varkaus,VRK,Joroinen,Finland,FI
VRL,Vila Real,VRL,Vila Real,Portugal,PT
VRN,Valerio Catullo,VRN,Verona,Italy,IT
VRO,Kawama,VRO,Matanzas,Cuba,CU
VRS,Versailles,VRS,Versailles,United States,US
VRU,Vryburg,VRU,Vryburg,South Africa,ZA
VRY,Stolport,VRY,Vaeroy,Norway,NO
VSA,Capitan Carlos Rovirosa,VSA,Villahermosa,Mexico,MX
VSE,Viseu,VSE,Viseu,Portugal,PT
VSF,State,VSF,Springfield,United States,US
VSG,Lugansk,VSG,Lugansk,Ukraine,UA
VSO,Phuoclong,VSO,Phuoclong,Viet Nam,VN
VST,Vasteras/Hasslo,VST,Stockholm,Sweden,SE
VTA,Victoria,VTA,Victoria,Honduras,HN
VTB,Vitebsk,VTB,Vitebsk,Belarus,BY
VTE,Wattay,VTE,Vientiane,Laos,LA
VTF,Vatulele,VTF,Vatulele,Fiji,FJ
VTG,Vung Tau,VTG,Vung Tau,Viet Nam,VN
VTL,Vittel,VTL,Vittel,France,FR
VTN,Miller Field,VTN,Valentine,United States,US
VTU,Las Tunas,VTU,Las Tunas,Cuba,CU
VTZ,Vishakhapatnam,VTZ,Vishakhapatnam,India,IN
VUP,Valledupar,VUP,Valledupar,Colombia,CO
VUS,Velikij Ustyug,VUS,Velikij Ustyug,Russian Federation,RU
VVB,Mahanoro,VVB,Mahanoro,Madagascar,MG
VVC,La Vanguardia,VVC,Villavicencio,Colombia,CO
VVI,Viru Viru Intl,VVI,Santa Cruz,Bolivia,BO
VVK,Vastervik,VVK,Vastervik,Sweden,SE
VVO,Vladivostok,VVO,Vladivostok,Russian Federation,RU
VVZ,Illizi,VVZ,Illizi,Algeria,DZ
VXC,Lichinga,VXC,Lichinga,Mozambique,MZ
VXE,San Pedro,VXE,Sao Vicente,Cape Verde,CV
VXO,Smaland Arpt.,VXO,VÃ¤xjÃ¶,Sweden,SE
VYD,Vryheid,VYD,Vryheid,South Africa,ZA
VYS,Illinois Valley Regnl,VYS,Peru,United States,US
WAA,Wales,WAA,Wales,United States,US
WAB,Wabag,WAB,Wabag,Papua New Guinea,PNG
WAC,Waca,WAC,Waca,Ethiopia,ET
WAD,Andriamena,WAD,Andriamena,Madagascar,MG
WAE,Wadi Ad Dawasir,WAE,Wadi Ad Dawasir,Saudi Arabia,SA
WAF,Wana,WAF,Wana,Pakistan,PK
WAG,Wanganui,WAG,Wanganui,New Zealand,NZ
WAH,Wahpeton,WAH,Wahpeton,United States,US
WAI,Antsohihy,WAI,Antsohihy,Madagascar,MG
WAJ,Wawoi Falls,WAJ,Wawoi Falls,Papua New Guinea,PG
WAK,Ankazoabo,WAK,Ankazoabo,Madagascar,MG
WAL,Wallops Flight Center,WAL,Chincoteague,United States,US
WAM,Ambatondrazaka,WAM,Ambatondrazaka,Madagascar,MG
WAN,Waverney,WAN,Waverney,Australia,AU
WAO,Wabo,WAO,Wabo,Papua New Guinea,PG
WAP,Alto Palena,WAP,Alto Palena,Chile,CL
WAQ,Antsalova,WAQ,Antsalova,Madagascar,MG
WAR,Waris,WAR,Waris,Indonesia,ID
WAS,All Airports,WAS,Washington,United States,US
WAT,Waterford,WAT,Waterford,Ireland,IE
WAU,Wauchope,WAU,Wauchope,Australia,AU
WAV,Kalkgurung,WAV,Wave Hill,Australia,AU
WAW,Frederic Chopin,WAW,Warsaw,Poland,PL
WAX,Zwara,WAX,Zwara,United States,US
WAY,Greene County,WAY,Waynesburg,United States,US
WAZ,Warwick,WAZ,Warwick,Australia,AU
WBA,Wahai,WBA,Wahai,Australia,AU
WBB,Stebbins,WBB,Stebbins,United States,US
WBD,Befandriana,WBD,Befandriana,Madagascar,MG
WBE,Bealanana,WBE,Bealanana,Madagascar,MG
WBG,Schleswig-jagel,WBG,Schleswig-jagel,Germany,DE
WBI,Broker Inn,WBI,Boulder,United States,US
WBM,Wapenamanda,WBM,Wapenamanda,Papua New Guinea,PG
WBN,Cummings Park,WBN,Woburn,United States,US
WBO,Beroroha,WBO,Beroroha,Madagascar,MG
WBQ,Beaver,WBQ,Beaver,United States,US
WBR,Big Rapids,WBR,Big Rapids,United States,US
WBU,Municipal,WBU,Boulder,United States,US
WBW,Wilkes-Barre/Wyoming Valley,WBW,"Wilkes-Barre, PA",United States,US
WCA,Gamboa,WCA,Castro,Chile,CL
WCH,Chaiten,WCH,Chaiten,Chile,CL
WCR,Chandalar,WCR,Chandalar,United States,US
WDA,Wadi Ain,WDA,Wadi Ain,Yemen,YE
WDB,Deep Bay,WDB,Deep Bay,United States,US
WDG,Enid Woodring Mun.,WDG,Enid,United States,US
WDH,Hosea Kutako Intl.,WDH,Windhoek,Namibia,NA
WDH,All Airports,WDH,Windhoek,Namibia,NA
WDI,Wondai,WDI,Wondai,Australia,AU
WDR,Winder,WDR,Winder,United States,US
WDY,Kodiak Fss,WDY,Kodiak,United States,US
WEA,Parker County,WEA,Weatherford,United States,US
WED,Wedau,WED,Wedau,Papua New Guinea,PG
WEF,Weifang,WEF,Weifang,China,CN
WEH,Weihai,WEH,Weihai,China,CN
WEI,Weipa,WEI,Weipa,Australia,AU
WEL,Welkom,WEL,Welkom,South Africa,ZA
WEM,West Malling,WEM,West Malling,United Kingdom,GB
WEP,Weam,WEP,Weam,Papua New Guinea,PG
WES,Weasua,WES,Weasua,Liberia,LR
WET,Wagethe,WET,Wagethe,Indonesia,ID
WEW,Wee Waa,WEW,Wee Waa,Australia,AU
WEX,Castlebridge,WEX,Wexford,Ireland,IE
WFB,Waterfront SPB,WFB,Ketchikan,United States,US
WFD,Woodford,WFD,Woodford,United Kingdom,GB
WFI,Fianarantsoa,WFI,Fianarantsoa,Madagascar,MG
WFK,Frenchville,WFK,Frenchville,United States,US
WGA,Forrest Hill,WGA,Wagga Wagga,Australia,AU
WGB,Bahawalnagar,WGB,Bahawalnagar,Pakistan,PK
WGC,Warangal,WGC,Warangal,India,IN
WGE,Walgett,WGE,Walgett,Australia,AU
WGF,Off Line Point,WGF,Manama,Bahrain,BH
WGN,Waitangi,WGN,Waitangi,New Zealand,NZ
WGO,Municipal,WGO,Winchester,United States,US
WGP,Waingapu,WGP,Waingapu,Indonesia,ID
WGT,Wangaratta,WGT,Wangaratta,Australia,AU
WGU,Wagau,WGU,Wagau,Papua New Guinea,PG
WGY,Wagny,WGY,Wagny,Gabon,GA
WGZ,Off Line Point,WGZ,Manly,Australia,AU
WHD,SPB,WHD,Hyder,United States,US
WHF,Wadi Halfa,WHF,Wadi Halfa,Sudan,SD
WHH,Hiltons Har H,WHH,Boulder,United States,US
WHK,Whakatane,WHK,Whakatane,New Zealand,NZ
WHL,Welshpool,WHL,Welshpool,Australia,AU
WHO,Franz Josef,WHO,Franz Josef,New Zealand,NZ
